SMILES,Name,pIC50
CCC(C)[C@@H](N)C(=O)N1N=CCC1C#N,CHEMBL184572,7.096910013008056
N[C@@H](Cc1cn(-c2cccnc2)nn1)Cc1cc(F)c(F)cc1F,CHEMBL4790799,6.515700160653214
O=C([C@@H]1C[C@H](N2Cc3ccccc3C2)CN1)N1CCSC1,CHEMBL227615,7.578396073130169
CCn1c(=O)n(C)c(=O)c2c1cc(N1CCC[C@@](C)(N)C1)n2Cc1cc(F)ccc1C#N.Cl,CHEMBL1288288,7.920818753952375
N[C@@H](CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C(=O)N1Cc2ccc(F)cc2C1.O=C(O)C(F)(F)F,CHEMBL1814739,4.301029995663981
N[C@@H](CCNC1CCNCC1)C(=O)N1CCCCC1,CHEMBL328197,4.1938200260161125
N[C@@H](CC(=O)N1CCc2c(nc(C3CCC3)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)C1O,CHEMBL3644786,7.769551078621726
N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)O)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F,CHEMBL191327,8.18045606445813
COc1cc(O)c(Cl)cc1/C=C/C(=O)c1cccc(O)c1,CHEMBL5422010,5.191789027075778
Cc1ccc(Nc2cc(N3CCNCC3)nc3ccnn23)c(N)c1,CHEMBL4764894,6.096910013008056
Cc1nccnc1C(=O)N1CCC([C@H](N)Cc2cc(F)c(F)cc2F)CC1,CHEMBL485124,7.657577319177793
CC(=O)OC[C@H]1O[C@@H](NC(=S)Nc2nc(-c3ccc(Br)cc3)cc(-c3ccc(C(C)C)cc3)n2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL6132720,8.086716098239581
N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc(N)c1,CHEMBL3233557,4.0
O=C(NC12CC3CC(CC(C3)C1)C2)NC12CC3CC(CC(NCC(=O)N4Cc5ccccc5C4)(C3)C1)C2,CHEMBL5400525,5.0
CN(C(=O)CCN)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,CHEMBL1683102,6.136677139879544
COc1ccc(-c2cc(C(=O)NCC(=O)N3CCC[C@H]3C#N)c3ccccc3n2)cc1,CHEMBL2385296,4.0
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N[C@@H](C)C(=O)OC)c2)c1=O,CHEMBL4858093,7.625251653989896
N#C[C@@H]1CCCN1C(=O)Cn1cc(-c2ccccc2)nn1,CHEMBL3233550,4.0
N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)c4nccs4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735129,8.366531544420413
Cc1nc(C(=O)O)cc(-c2ccc(F)cc2)c1CN,CHEMBL1688409,4.301029995663981
N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1ccccc1F,CHEMBL175872,6.856985199745905
N#Cc1c(F)cc(F)cc1N1C[C@@H]2[C@H](C1)[C@H]2NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL520921,6.200659450546418
N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)COC1c1cc(F)ccc1F,CHEMBL3645495,8.795880017344075
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(F)c2C(=O)O)c1=O,CHEMBL4446618,8.732886014134445
CCCCc1nc2ccc(OCC(N)=O)cc2c(-c2ccccc2)c1CN,CHEMBL4083433,6.207608310501746
COc1c(O)ccc(C)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,CHEMBL244010,8.148741651280925
CCOC(=O)Cn1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O.O=C(O)C(F)(F)F,CHEMBL382674,7.045757490560675
Cn1c2nccc-2c(N2CCC[C@@H](N)C2)n(Cc2cccc(F)c2)c1=O,CHEMBL3650436,5.798602875679549
Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(OCC(N)=O)cc23)cc1,CHEMBL1808464,8.3767507096021
N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](CCO)CN1,CHEMBL395919,8.42021640338319
CCOC(=O)CN1C(=O)CN(C(=O)C[C@H](N)[C@H]2CCc3cc(F)c(F)cc32)Cc2ccccc21,CHEMBL3580792,8.468521082957745
C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,CHEMBL277390,6.9604093769761874
CC(C)[C@H](N)C(=O)N1CCCC1B(O)O,CHEMBL4176189,7.657577319177793
N[C@H](Cc1cc(F)c(F)cc1F)Cn1cc(-c2ccccc2)nn1,CHEMBL6190034,6.721246399047171
N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cscn1,CHEMBL3127986,8.397940008672037
COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](C)CC3=O)CN1CC2,CHEMBL591290,7.886056647693163
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(=O)(=O)C(F)(F)F)cc2)C1,CHEMBL168281,6.657577319177793
NC1(C(=O)N2Cc3ccc(F)cc3C2)CCNCC1,CHEMBL5791516,4.826058001365912
N[C@H]1CN(c2cccnc2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CHEMBL230341,6.84163750790475
CS(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL5279910,9.154901959985745
CC1CCC(C)(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)C1,CHEMBL207620,6.112945621949043
CS(=O)(=O)c1ccc(-c2noc([C@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1.O=C(O)C(F)(F)F,CHEMBL404079,7.920818753952375
CCc1nc(CC(C)(C)C)c(CN)c(-c2ccc(C)cc2)c1C(=O)O.Cl.Cl,CHEMBL3216719,8.244125144327509
CC(=O)OCCNc1nc2scnn2c(=O)c1[N+](=O)[O-],CHEMBL4557028,4.0
Cc1ccc(-c2nc(-c3ccccc3)nc(N)c2CN)cc1,CHEMBL38165,6.0
N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,CHEMBL277693,7.055517327849831
N[C@H]1CN(Cc2ccc(-n3cnnn3)cc2)C[C@H]1C(=O)N1CCCC1,CHEMBL250393,7.301029995663981
N[C@@H](CC(=O)N1CCN(C(=O)c2ccc3cccnc3n2)CC1)Cc1cc(F)c(F)cc1F,CHEMBL2069308,7.435333935747911
Cl.NC(=O)c1nnn2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2,CHEMBL1683981,7.524038410807576
COc1ccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,CHEMBL463277,7.657577319177793
C[C@H](C[C@H](N)C(=O)N1CCCCC1)NCc1ccc(Cl)cc1,CHEMBL215824,3.6020599913279625
N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NCCc2ccccc2)CN1,CHEMBL194993,8.721246399047171
COC(=O)CCNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCCC(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL9238,7.443697499232712
CC(C)c1ccc([C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)C[C@@H]2N)cc1,CHEMBL236934,5.522878745280337
N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCn2cnnc2C1.O=C(O)C(F)(F)F,CHEMBL492536,8.154901959985743
CN(C)C(=O)[C@@H](c1ccc(-c2cccc(C#N)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL190269,7.366531544420413
CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3ncc4ccccc4n3)c(=O)c21,CHEMBL1951434,8.096910013008056
C[C@@H](c1nc(-c2ccc(Cl)cc2Cl)no1)[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL519591,6.221848749616356
Cl.NC(=O)c1ccc(C(=O)N2CCCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CC2)cc1,CHEMBL474794,6.7447274948966935
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,CHEMBL313952,4.18111458540599
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(C(F)(F)F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,CHEMBL184630,7.920818753952375
N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccc(F)cc1)Cc1ccccc1F,CHEMBL553936,7.036212172654444
N#Cc1ccc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c(F)c1,CHEMBL479381,6.815308569182401
N#C[C@@H]1CCCN1C(=O)CNCc1cccc2ccccc12,CHEMBL96577,6.360513510731414
C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL488469,7.397940008672037
Cc1cc(=O)oc2c3c(ccc12)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,CHEMBL3971196,4.883724412419456
O=C([C@@H]1C[C@H](N2CCN(c3nc4cnccc4o3)CC2)CN1)N1CCC(F)(F)C1,CHEMBL475574,8.236572006437063
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)[C@H]1F)C2,CHEMBL4640418,7.655607726314889
CC(C)(C)OC(=O)NCc1cn([C@@H]2C[C@@H](C(=O)N3CCCC3)N(C(=O)CCCc3ccccc3)C2)nn1,CHEMBL2178957,4.0
CC(C)(CO)NCC(=O)N1CCC[C@H]1C(=O)c1noc(C(C)(C)C)n1,CHEMBL231697,6.651695136951839
COc1cc2c(cc1OC)-c1nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)c1C2,CHEMBL122206,8.154901959985743
CCCNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL9295,7.522878745280337
CCOC(=O)c1cnc(CNC)c2cc(OC)c(OC)cc12.Cl,CHEMBL554682,3.13608262304214
CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc(F)cc2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,CHEMBL238190,7.2481046584714095
N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2scnc2c1=O,CHEMBL4177478,8.167491087293763
C[C@H](NC(=O)c1ccnc2ccccc12)C(=O)N1CCC[C@H]1C#N,CHEMBL3233540,4.0
N#Cc1ccccc1-c1ccc(CN2CCN(C(=O)C[C@H](N)C(=O)N3Cc4ccccc4C3)CC2)cc1,CHEMBL1814743,4.0
O=c1c([N+](=O)[O-])c(NCC(O)CO)nc2scnn12,CHEMBL4466627,4.0
Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(N4CCNC(=O)C4=O)cc23)cc1,CHEMBL1808474,8.568636235841012
O=C([C@@H]1C[C@H](n2cc(-c3ccc(F)cc3F)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,CHEMBL2178964,4.0
C[C@H](NC(=O)c1ccncc1-c1ccccc1)C(=O)N1CC(F)(F)C[C@H]1C#N,CHEMBL5947027,6.0
COC(=O)CN1CCCN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)[C@H](C)C1=O,CHEMBL390884,7.935542010773082
N[C@@H](CC(=O)N1CCN(C(=O)c2ccc(C(=O)O)cc2)CC1)Cc1cc(F)c(F)cc1F,CHEMBL2069844,7.272458742971444
O=C([C@@H]1C[C@H](n2cc(-c3ccccn3)nn2)CN1C(=O)OCc1ccccc1)N1CCCC1,CHEMBL2178968,4.0
N#Cc1ccc(NCCNCC(=O)N2N=CC[C@H]2C#N)nc1,CHEMBL363542,6.698970004336019
CS(=O)(=O)c1cccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)c1,CHEMBL4169845,9.214670164989233
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,CHEMBL2105754,8.397940008672037
Cc1ccc(C[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,CHEMBL3093904,8.397940008672037
COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@H](CF)CC3=O)CN1CC2,CHEMBL591117,8.443697499232712
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,CHEMBL1951437,8.154901959985743
CC(C)C(NC(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)c1ccccc1,CHEMBL191274,6.673664139071248
NC(=O)[C@@H]1CCCN1C(=O)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1,CHEMBL2086610,6.935542010773082
COc1cccc([C@H]2CN3CCc4cc(OC)c(OC)cc4[C@@H]3C[C@H]2N)c1,CHEMBL234430,6.187086643357144
Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2cc(F)ccc21,CHEMBL2147077,7.251811972993799
O=C([C@@H]1CCCN1C(=O)OCc1ccccc1)N1CCCC1,CHEMBL1088406,4.0
CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(Cl)c1.O=C(O)C(F)(F)F,CHEMBL376498,7.886056647693163
Cl.N[C@@H]1CCCN(c2nc3c4ccccc4[nH]c(=O)c3n2Cc2ccccc2Cl)C1,CHEMBL2147057,6.3788237182249645
Cn1c(=O)n(Cc2ccccc2F)c2c(N3CCC[C@@H](N)C3)ccnc21,CHEMBL3329637,5.6020599913279625
O=C(NCCCc1ccccc1)OC12CC3CC(CC(NCC(=O)N4Cc5ccccc5C4)(C3)C1)C2,CHEMBL5422425,5.0
N[C@H]1CCN(P(N)(N)=O)C1=O,CHEMBL497993,7.958607314841775
C[C@@H]1C(=O)NCCCN1C(=O)C[C@H](N)Cc1ccccc1F,CHEMBL452805,7.397940008672037
CO[C@@H]1CCC[C@H]([C@H](N)C(=O)N2CCCC2)C1,CHEMBL352632,6.060480747381382
COc1cccc([C@H]2CN3CCc4cc(OC)c(OC)cc4[C@@H]3C[C@@H]2N)c1,CHEMBL540711,5.289882634888183
COc1ccc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2c1,CHEMBL227670,8.096910013008056
N[C@H](C(=O)N1CC[C@H]1C(=O)c1nccs1)C1CCCCC1,CHEMBL402236,7.522878745280337
Cl.N[C@@H](CC(=O)N1CCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,CHEMBL539610,6.455931955649724
Cc1cc(-n2cncn2)ccc1CN1C[C@H](N)[C@H](C(=O)C2CCC[C@H]2C#N)C1,CHEMBL250620,8.42021640338319
COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3ccccc3)CN1CC2,CHEMBL234046,6.657577319177793
O=C([C@@H]1C[C@H](N2CCCN(c3ccc([N+](=O)[O-])cc3)CC2)CN1)N1CCSC1,CHEMBL239356,8.619788758288394
Cc1cc(C)c(-n2c(C)nc3c(cnn3-c3ccccc3)c2=O)c(C)c1,CHEMBL3618032,5.8794260687941495
N[C@@H](CC(=O)NC1(c2nc(-c3ccccc3)cs2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,CHEMBL2206475,7.795880017344075
C[C@H](N)C(=O)N1C[C@H](F)C[C@H]1B(O)O,CHEMBL2063026,8.67778070526608
COc1ccccc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,CHEMBL365953,6.958607314841775
Cc1ccc(S(=O)(=O)N2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,CHEMBL534960,6.301029995663981
CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1B(O)O,CHEMBL2063032,7.229147988357855
N[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1c1ccc(Cl)c(Cl)c1,CHEMBL399409,6.0
N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)C1=O,CHEMBL3644795,5.6020599913279625
N#C[C@@H]1CCCN1C(=O)CNCCNc1ncccn1,CHEMBL329909,6.787812395596042
C[C@H](c1nc(-c2ccccc2OC(F)(F)F)no1)[C@H](N)C(=O)N1CCCC1,CHEMBL426335,4.906578314837765
N[C@@H](CC(=O)N1CCn2c(nnc2-c2ccncc2)C1)Cc1cc(F)ccc1F,CHEMBL233474,7.187086643357144
N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NC(=O)c2ccccc2)CN1,CHEMBL539939,8.259637310505756
CC[C@]1(N)CCCN(c2cc3c(c(=O)n(C)c(=O)n3C)n2Cc2cc(F)ccc2C#N)C1,CHEMBL1819092,6.0
Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)O)cc1,CHEMBL1614729,7.7011524070372435
N#C[C@@H]1C[C@H](c2cscn2)CN1C(=O)[C@@H](N)CF,CHEMBL5275487,8.397940008672037
N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccccc1)Cc1cccc(Cl)c1,CHEMBL561322,8.096910013008056
N#C[C@@H]1CCCN1C(=O)CNC1CCCCC1,CHEMBL431425,7.1938200260161125
N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnnc1,CHEMBL3233563,4.0
N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccc(F)cc2)C1=O.O=C(O)C(=O)O,CHEMBL1202087,7.351639989019068
CNC(=O)[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,CHEMBL391559,8.455931955649724
N[C@@H](CCN1CCC[C@H]1c1ncn(-c2ccccc2)n1)Cc1ccccc1F,CHEMBL565613,7.207608310501746
COC(=O)C(Cc1ccc(OP(=O)(Oc2ccc(CC(NC(C)=O)C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1)NC(C)=O.Cl,CHEMBL268527,5.853871964321762
CC(C)(Cc1ccc(F)cc1)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C(C)(C)C)o1,CHEMBL393947,7.602059991327962
N#CC1CCC/C1=C(/F)CNCCc1ccccc1,CHEMBL177265,3.3010299956639813
O=C(CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N1CCCCC1,CHEMBL318511,4.279014255846261
Cl.NC(=O)C1CC=NN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL511872,5.251811972993799
CC1(C)c2cnc(C3CC3)nc2CN1[C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1,CHEMBL2425065,4.8996294548824375
N[C@@H]1CCCN(c2cc(NCc3ccc(O)cc3)n3nccc3n2)C1,CHEMBL4763718,5.102372908709558
Cl.O=C(C1CCCN1)N1CCCC1P(=O)(Oc1ccc(NN2CCCC2)cc1)Oc1ccc(NN2CCCC2)cc1,CHEMBL9527,5.301029995663981
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3ncc(CC)cn3)CC1)c(=O)n2C,CHEMBL4745258,6.214670164989233
NCCC(N)C(=O)N1CCSC1,CHEMBL356207,3.539102157243452
CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,CHEMBL445949,9.318758762624412
N[C@H]1C[C@@H](N2Cc3nn4c(C(F)(F)F)ccnc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3805179,8.958607314841775
N#Cc1ccc(C(=O)O[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,CHEMBL387666,6.522878745280337
C=COCC(=O)N1CCN(C(=O)C[C@H](N)Cc2ccccc2F)CC1,CHEMBL230095,5.655804284128565
CC(C)(C)NC(=O)OC12CC3CC(CC(NCC(=O)N4Cc5ccccc5C4)(C3)C1)C2,CHEMBL5426720,5.0
CCc1nnc2n1[C@@H]1CCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)C[C@H]1CC2,CHEMBL3425750,6.96657624451305
N[C@H]1Cn2c(nc3c(F)c(F)c(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CHEMBL562530,7.657577319177793
N[C@H]1CN(Cc2cnc3ccccc3c2)C[C@H]1C(=O)N1CCCC1,CHEMBL250852,7.568636235841012
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc3ccccc3c2)CC1,CHEMBL3084942,7.744727494896693
N[C@@H](CC(=O)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)C(=O)N1Cc2ccccc2C1.O=C(O)C(F)(F)F,CHEMBL1814741,4.301029995663981
N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(F)cc3C2)C(=O)N1,CHEMBL1242940,4.0
N[C@@H](Cc1cn(-c2ccc3ncccc3c2)nn1)Cc1cc(F)c(F)cc1F,CHEMBL4798357,6.107905397309519
N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccccc1)Cc1ccccc1F,CHEMBL539187,7.468521082957745
COC(=O)c1nnn2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2.Cl,CHEMBL1683980,7.82131076022441
C[C@@H](c1ccc(Br)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL472124,6.610833915635467
O=C([C@@H]1C[C@@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,CHEMBL472995,6.471083299722345
CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(/C=C/C(N)=O)ccc2c1=O.Cl,CHEMBL1812910,6.552841968657781
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)c(F)cc1F,CHEMBL3645494,8.886056647693163
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc(-c2ccccc2)cc1=O,CHEMBL1650412,7.638272163982407
C#CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N(C)C)[C@H](C)N1,CHEMBL260701,7.221848749616356
Cc1cc(-c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cn2ncnc12.O=C(O)C(F)(F)F,CHEMBL210621,6.508864383480216
Cl.N[C@@H](CC(=O)NC12CC3CC(CC(O)(C3)C1)C2)C(=O)N1Cc2ccccc2C1,CHEMBL1814632,4.0
CCOC(=O)c1cnc(CCN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F,CHEMBL289580,3.127261172527331
COc1ccc([C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)C[C@@H]2N)cc1,CHEMBL237140,5.522878745280337
CS(=O)(=O)c1ccc(S(=O)(=O)N[C@@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,CHEMBL169204,7.886056647693163
CN(C)C(=O)C[C@H](N)C(=O)N1Cc2ccc(F)cc2C1,CHEMBL5968423,2.7615365605380475
N[C@@H](CC(=O)N1CCn2nc(-c3ccccc3)nc2C1)Cc1cc(F)c(F)cc1F,CHEMBL401057,7.167491087293763
Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccncc3)nn2)cc1,CHEMBL2418638,7.754240644032723
N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NS(=O)(=O)c2ccccc2)CN1,CHEMBL193168,8.173925197299173
NCc1c(N)nc(-c2cccc(C(F)(F)F)c2)nc1-c1ccc(Cl)cc1Cl,CHEMBL37654,6.886056647693163
C[C@@H](c1ccc(-c2ccccc2)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL365996,5.698970004336019
N[C@H]1CN(c2ccc3nccnc3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CHEMBL231092,8.154901959985743
N#C[C@@H]1CCCN1C(=O)CNC(=O)c1cccc2ccncc12,CHEMBL2385279,4.0
N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1CC(F)(F)F)CN1CCCCC1=O,CHEMBL510073,6.920818753952375
N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1B(O)O,CHEMBL63652,7.1842806562192605
CS(=O)(=O)n1cc2c(n1)CN([C@H]1C[C@H](N)C(c3cc(F)ccc3F)N(Cc3cn[nH]c3)C1)C2,CHEMBL3697949,8.4089353929735
COc1ccc2c(c1)C(C(C)(C)C)N(C(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)CC2,CHEMBL191866,6.709965388637482
COc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,CHEMBL1650411,8.397940008672037
N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2cc(Cl)ccc12,CHEMBL2385272,4.0
NCCCCC(N)C(=O)N1CCCC1,CHEMBL328694,4.4089353929735005
COC(=O)C(Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,CHEMBL5219966,7.991399828238082
O=C(NCc1ccc(F)cc1F)OC12CC3CC(CC(NCC(=O)N4Cc5ccccc5C4)(C3)C1)C2,CHEMBL5401877,5.0
COc1cccc2nccc(C(=O)NCC(=O)N3CCC[C@H]3C#N)c12,CHEMBL3233839,4.0
N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(=O)N2CCCCC2)CN1,CHEMBL400613,8.309803919971486
N[C@@H]1CCCN(c2cc(Nc3cc[nH]n3)n3nccc3n2)C1,CHEMBL4779718,4.497572880015567
C=COC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,CHEMBL5220594,9.795880017344077
CC1([C@H](N)C(=O)N2CCC[C@H]2B(O)O)CCCCC1,CHEMBL5981431,7.552841968657781
N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1CC(F)(F)F)Cc1cc(F)c(F)cc1F,CHEMBL217271,8.585026652029182
Cc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ncccn1,CHEMBL3618037,4.619788758288394
N[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1c1ccc(F)cc1,CHEMBL236507,6.853871964321762
Cc1ccnc2c3c(nn12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3804994,7.267606240177031
CC1(S(=O)(=O)n2cc3c(n2)CN([C@H]2CCO[C@H](c4cc(F)ccc4F)[C@@H](N)C2)C3)CC1,CHEMBL3654430,8.09151498112135
