id,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Kind,Source_ID,Source,Source_URL,Source_Part,Source_Organism_ID,Source_Organism,Source_Organism_URL,Taxonomy,Evidence,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,refchemids,refsids,pmcids,pclids,References,Compound_CID,Taxonomy_ID
,LOTUS - the natural products occurrence database,Citronellyl valerate,Q27258668,Citronellyl valerate,https://www.wikidata.org/wiki/Q27258668,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF9908594,https://doi.org/10.1021/JF9908594,,10.1021/JF9908594,126600,500770018,,3611991,"Gopalan B, Goto M, Kodama A, Hirose T. Supercritical carbon dioxide extraction of turmeric (Curcuma longa). J Agric Food Chem. 2000 Jun;48(6):2189–92. doi: 10.1021/jf9908594. PMID: 10888520.",61416,136217
,Natural Product Activity and Species Source (NPASS),Citronellyl valerate,NPC52342,NPC52342,https://bidd.group/NPASS/compound.php?compoundID=NPC52342,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,61416,136217
,Natural Product Activity and Species Source (NPASS),3-Heptyldihydro-5-methyl-2(3H)-furanone,NPC300559,NPC300559,https://bidd.group/NPASS/compound.php?compoundID=NPC300559,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,61990,136217
,Natural Product Activity and Species Source (NPASS),3-Heptyldihydro-5-methyl-2(3H)-furanone,NPC300559,NPC300559,https://bidd.group/NPASS/compound.php?compoundID=NPC300559,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,61990,136217
,LOTUS - the natural products occurrence database,gamma-Bisabolene,Q27121553,"Cyclohexene, 4-(1,5-dimethyl-4-hexenylidene)-1-methyl-",https://www.wikidata.org/wiki/Q27121553,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/PTR.2137,https://doi.org/10.1002/PTR.2137,,10.1002/PTR.2137,197860,504496301,,16662564,"Jatoi SA, Kikuchi A, Gilani SA, Watanabe KN. Phytochemical, pharmacological and ethnobotanical studies in mango ginger (<i>Curcuma amada</i> Roxb.; Zingiberaceae). Phytotherapy Research. 2007 Apr 02;21(6):507–16. doi: 10.1002/ptr.2137.",62346,136217
,Natural Product Activity and Species Source (NPASS),2-Methyl-5-(1-methylethyl)bicyclo(3.1.0)hexan-2-ol,NPC19319,NPC19319,https://bidd.group/NPASS/compound.php?compoundID=NPC19319,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,62367,136217
,Natural Product Activity and Species Source (NPASS),2-Methyl-5-(1-methylethyl)bicyclo(3.1.0)hexan-2-ol,NPC19319,NPC19319,https://bidd.group/NPASS/compound.php?compoundID=NPC19319,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,62367,136217
,Natural Product Activity and Species Source (NPASS),Borneol,NPC89069,(-)-Borneol,https://bidd.group/NPASS/compound.php?compoundID=NPC89069,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,30619,482039779,,,,64685,136217
,Natural Product Activity and Species Source (NPASS),Borneol,NPC89069,(-)-Borneol,https://bidd.group/NPASS/compound.php?compoundID=NPC89069,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,30619,482039779,,,,64685,136217
,Natural Product Activity and Species Source (NPASS),Borneol,NPC89069,(-)-Borneol,https://bidd.group/NPASS/compound.php?compoundID=NPC89069,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,30619,482039779,,,,64685,136217
,LOTUS - the natural products occurrence database,Borneol,Q27103499,Isoborneol,https://www.wikidata.org/wiki/Q27103499,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/PTR.2137|DOI:10.1002/PCA.759,https://doi.org/10.1002/PTR.2137|https://doi.org/10.1002/PCA.759,,10.1002/PTR.2137|10.1002/PCA.759,5910,481107250,,8550512|16662564,"Jatoi SA, Kikuchi A, Gilani SA, Watanabe KN. Phytochemical, pharmacological and ethnobotanical studies in mango ginger (<i>Curcuma amada</i> Roxb.; Zingiberaceae). Phytotherapy Research. 2007 Apr 02;21(6):507–16. doi: 10.1002/ptr.2137.|Lechtenberg M, Quandt B, Nahrstedt A. Quantitative determination of curcuminoids in <i>Curcuma</i> rhizomes and rapid differentiation of <i>Curcuma domestica</i> Val. and <i>Curcuma xanthorrhiza</i> Roxb. by capillary electrophoresis. Phytochemical Analysis. 2004 May;15(3):152–8. doi: 10.1002/pca.759.",64685,136217
,Natural Product Activity and Species Source (NPASS),Borneol,NPC89069,(-)-Borneol,https://bidd.group/NPASS/compound.php?compoundID=NPC89069,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,30619,482039779,,,,64685,136217
,Natural Product Activity and Species Source (NPASS),Beta-D-Glucose,NPC69445,Dextrose,https://bidd.group/NPASS/compound.php?compoundID=NPC69445,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,53|53,481101439|481101439,,,,64689,136217
,Natural Product Activity and Species Source (NPASS),"Verbenone, (A+-)-",NPC308108,Verbenone,https://bidd.group/NPASS/compound.php?compoundID=NPC308108,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,51078,482019022,,,,65724,136217
,Natural Product Activity and Species Source (NPASS),"Verbenone, (A+-)-",NPC308108,Verbenone,https://bidd.group/NPASS/compound.php?compoundID=NPC308108,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,51078,482019022,,,,65724,136217
,Natural Product Activity and Species Source (NPASS),D-Arabinose,NPC270088,"(2S,3R,4R)-2,3,4,5-Tetrahydroxypentanal",https://bidd.group/NPASS/compound.php?compoundID=NPC270088,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,66308,136217
,Natural Product Activity and Species Source (NPASS),"Linalool, (+)-",NPC139546,NPC139546,https://bidd.group/NPASS/compound.php?compoundID=NPC139546,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,67179,136217
,Natural Product Activity and Species Source (NPASS),"Linalool, (+)-",NPC139546,NPC139546,https://bidd.group/NPASS/compound.php?compoundID=NPC139546,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,67179,136217
,LOTUS - the natural products occurrence database,(R)-beta-bisabolene,Q27121577,(R)-beta-bisabolene,https://www.wikidata.org/wiki/Q27121577,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/0021-9673(96)00103-3|DOI:10.1248/YAKUSHI1947.112.11_817|DOI:10.1515/ZNC-2002-9-1013|DOI:10.1016/S0021-9673(96)00802-3,https://doi.org/10.1016/0021-9673(96)00103-3|https://doi.org/10.1248/YAKUSHI1947.112.11_817|https://doi.org/10.1515/ZNC-2002-9-1013|https://doi.org/10.1016/S0021-9673(96)00802-3,,10.1016/0021-9673(96)00103-3|10.1248/YAKUSHI1947.112.11_817|10.1515/ZNC-2002-9-1013|10.1016/S0021-9673(96)00802-3,,,,17031541|24023963|694647459|721480478,"Jayaprakasha GK, Jena BS, Negi PS, Sakariah KK. Evaluation of antioxidant activities and antimutagenicity of turmeric oil: a byproduct from curcumin production. Z Naturforsch C J Biosci. 2002 Sep;57(9-10):828–35. doi: 10.1515/znc-2002-9-1013. PMID: 12440720.|Richmond R, Pombo-Villar E. Gas chromatography-mass spectrometry coupled with pseudo-Sadtler retention indices, for the identification of components in the essential oil of Curcuma longa L. Journal of Chromatography A. 1997 Jan;760(2):303–8. doi: 10.1016/s0021-9673(96)00802-3.|Hiserodt R, Hartman TG, Ho C, Rosen RT. Characterization of powdered turmeric by liquid chromatography-mass spectrometry and gas chromatography-mass spectrometry. Journal of Chromatography A. 1996 Jul;740(1):51–63. doi: 10.1016/0021-9673(96)00103-3.|Uehara S, Yasuda I, Takeya K, Itokawa H. [Terpenoids and curcuminoids of the rhizoma of Curcuma xanthorrhiza Roxb]. Yakugaku Zasshi. 1992 Nov;112(11):817–23. doi: 10.1248/yakushi1947.112.11_817. PMID: 1484346.",68128,136217
,Natural Product Activity and Species Source (NPASS),Artemisia ketone,NPC130306,NPC130306,https://bidd.group/NPASS/compound.php?compoundID=NPC130306,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,68346,136217
,Natural Product Activity and Species Source (NPASS),2-Methoxypyridine,NPC79472,NPC79472,https://bidd.group/NPASS/compound.php?compoundID=NPC79472,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,74201,136217
,Natural Product Activity and Species Source (NPASS),"6-Octenal, 3,7-dimethyl-, (3R)-",NPC22098,Citronellal,https://bidd.group/NPASS/compound.php?compoundID=NPC22098,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,32709,482037453,,,,75427,136217
,Natural Product Activity and Species Source (NPASS),Tricyclene,NPC135238,NPC135238,https://bidd.group/NPASS/compound.php?compoundID=NPC135238,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,79035,136217
,LOTUS - the natural products occurrence database,Tricyclene,Q27133173,Tricyclene,https://www.wikidata.org/wiki/Q27133173,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/FFJ.1053,https://doi.org/10.1002/FFJ.1053,,10.1002/FFJ.1053,191383|191383|191383,500834801|500834801|500834801,,646685102,"Raina VK, Srivastava SK, Jain N, Ahmad A, Syamasundar KV, Aggarwal KK. Essential oil composition of <i>Curcuma longa</i> L. cv. Roma from the plains of northern India. Flavour & Fragrance J. 2002 Jan 16;17(2):99–102. doi: 10.1002/ffj.1053.",79035,136217
,Natural Product Activity and Species Source (NPASS),Tricyclene,NPC135238,NPC135238,https://bidd.group/NPASS/compound.php?compoundID=NPC135238,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,79035,136217
,Natural Product Activity and Species Source (NPASS),"alpha-Pinene, (+)-",NPC114239,1R-(+)-Alpha-Pinene,https://bidd.group/NPASS/compound.php?compoundID=NPC114239,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,82227,136217
,Natural Product Activity and Species Source (NPASS),"alpha-Pinene, (+)-",NPC114239,1R-(+)-Alpha-Pinene,https://bidd.group/NPASS/compound.php?compoundID=NPC114239,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,82227,136217
,Natural Product Activity and Species Source (NPASS),alpha-Bergamotene,NPC150643,NPC150643,https://bidd.group/NPASS/compound.php?compoundID=NPC150643,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,86608,136217
,LOTUS - the natural products occurrence database,alpha-Bergamotene,Q27132146,alpha-Bergamotene,https://www.wikidata.org/wiki/Q27132146,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF9908594|DOI:10.1002/PTR.2137|DOI:10.1002/PCA.759|DOI:10.1002/FFJ.1053,https://doi.org/10.1021/JF9908594|https://doi.org/10.1002/PTR.2137|https://doi.org/10.1002/PCA.759|https://doi.org/10.1002/FFJ.1053,,10.1021/JF9908594|10.1002/PTR.2137|10.1002/PCA.759|10.1002/FFJ.1053,555404,505551133,,3611991|8550512|16662564|646685102,"Jatoi SA, Kikuchi A, Gilani SA, Watanabe KN. Phytochemical, pharmacological and ethnobotanical studies in mango ginger (<i>Curcuma amada</i> Roxb.; Zingiberaceae). Phytotherapy Research. 2007 Apr 02;21(6):507–16. doi: 10.1002/ptr.2137.|Lechtenberg M, Quandt B, Nahrstedt A. Quantitative determination of curcuminoids in <i>Curcuma</i> rhizomes and rapid differentiation of <i>Curcuma domestica</i> Val. and <i>Curcuma xanthorrhiza</i> Roxb. by capillary electrophoresis. Phytochemical Analysis. 2004 May;15(3):152–8. doi: 10.1002/pca.759.|Raina VK, Srivastava SK, Jain N, Ahmad A, Syamasundar KV, Aggarwal KK. Essential oil composition of <i>Curcuma longa</i> L. cv. Roma from the plains of northern India. Flavour & Fragrance J. 2002 Jan 16;17(2):99–102. doi: 10.1002/ffj.1053.|Gopalan B, Goto M, Kodama A, Hirose T. Supercritical carbon dioxide extraction of turmeric (Curcuma longa). J Agric Food Chem. 2000 Jun;48(6):2189–92. doi: 10.1021/jf9908594. PMID: 10888520.",86608,136217
,Natural Product Activity and Species Source (NPASS),alpha-Bergamotene,NPC150643,NPC150643,https://bidd.group/NPASS/compound.php?compoundID=NPC150643,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,86608,136217
,Natural Product Activity and Species Source (NPASS),"3,7-Dimethyl-4-(propan-2-yl)-3a,3b,4,5,6,7-hexahydro-1H-cyclopenta(1,3)cyclopropa(1,2)benzene",NPC61769,NPC61769,https://bidd.group/NPASS/compound.php?compoundID=NPC61769,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,86609,136217
,LOTUS - the natural products occurrence database,"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta(a)phenanthren-3-ol",Q63409374,"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",https://www.wikidata.org/wiki/Q63409374,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1248/CPB.56.1710,https://doi.org/10.1248/CPB.56.1710,,10.1248/CPB.56.1710,,,,376969,"Xu F, Nakamura S, Qu Y, Matsuda H, Pongpiriyadacha Y, Wu L, Yoshikawa M. Structures of new sesquiterpenes from Curcuma comosa. Chem Pharm Bull (Tokyo). 2008 Dec;56(12):1710–6. doi: 10.1248/cpb.56.1710. PMID: 19043244.",86821,136217
,Natural Product Activity and Species Source (NPASS),cis-beta-Copaene,NPC245858,NPC245858,https://bidd.group/NPASS/compound.php?compoundID=NPC245858,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,87529,136217
,Natural Product Activity and Species Source (NPASS),cis-beta-Copaene,NPC245858,NPC245858,https://bidd.group/NPASS/compound.php?compoundID=NPC245858,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,87529,136217
,LOTUS - the natural products occurrence database,"Cyclohexene, 4-ethenyl-4-methyl-3-(1-methylethenyl)-1-(1-methylethyl)-, (3R-trans)-",Q104172140,"Cyclohexene, 4-ethenyl-4-methyl-3-(1-methylethenyl)-1-(1-methylethyl)-, (3R-trans)-",https://www.wikidata.org/wiki/Q104172140,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/MNFR.201200838,https://doi.org/10.1002/MNFR.201200838,,10.1002/MNFR.201200838,1082617,518173964,,20856539,"Aggarwal BB, Yuan W, Li S, Gupta SC. Curcumin-free turmeric exhibits anti-inflammatory and anticancer activities: Identification of novel components of turmeric. Mol Nutr Food Res. 2013 Sep;57(9):1529–42. doi: 10.1002/mnfr.201200838. PMID: 23847105.",89316,136217
,LOTUS - the natural products occurrence database,"8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",Q104166947,"1,6-Cyclodecadiene, 1-methyl-5-methylene-8-(1-methylethyl)-",https://www.wikidata.org/wiki/Q104166947,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/PTR.2137|DOI:10.1002/PCA.759,https://doi.org/10.1002/PTR.2137|https://doi.org/10.1002/PCA.759,,10.1002/PTR.2137|10.1002/PCA.759,1053492,518144839,,8550512|16662564,"Jatoi SA, Kikuchi A, Gilani SA, Watanabe KN. Phytochemical, pharmacological and ethnobotanical studies in mango ginger (<i>Curcuma amada</i> Roxb.; Zingiberaceae). Phytotherapy Research. 2007 Apr 02;21(6):507–16. doi: 10.1002/ptr.2137.|Lechtenberg M, Quandt B, Nahrstedt A. Quantitative determination of curcuminoids in <i>Curcuma</i> rhizomes and rapid differentiation of <i>Curcuma domestica</i> Val. and <i>Curcuma xanthorrhiza</i> Roxb. by capillary electrophoresis. Phytochemical Analysis. 2004 May;15(3):152–8. doi: 10.1002/pca.759.",91104,136217
,Natural Product Activity and Species Source (NPASS),"1H-Cycloprop(e)azulene, decahydro-1,1,7-trimethyl-4-methylene-, (1aR-(1aalpha,4abeta,7alpha,7abeta,7balpha))-",NPC249815,NPC249815,https://bidd.group/NPASS/compound.php?compoundID=NPC249815,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91354,136217
,Natural Product Activity and Species Source (NPASS),"1H-Cycloprop(e)azulene, decahydro-1,1,7-trimethyl-4-methylene-, (1aR-(1aalpha,4abeta,7alpha,7abeta,7balpha))-",NPC249815,NPC249815,https://bidd.group/NPASS/compound.php?compoundID=NPC249815,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91354,136217
,Natural Product Activity and Species Source (NPASS),Elemol,NPC39068,Alpha-Elemol,https://bidd.group/NPASS/compound.php?compoundID=NPC39068,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,136475,500779893,,,,92138,136217
,Natural Product Activity and Species Source (NPASS),Curcumene,NPC240817,NPC240817,https://bidd.group/NPASS/compound.php?compoundID=NPC240817,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,92139,136217
,Natural Product Activity and Species Source (NPASS),Curcumene,NPC240817,NPC240817,https://bidd.group/NPASS/compound.php?compoundID=NPC240817,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,92139,136217
,LOTUS - the natural products occurrence database,Curcumene,Q27132148,alpha-Curcumene,https://www.wikidata.org/wiki/Q27132148,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/0021-9673(96)00103-3|DOI:10.1515/ZNC-2002-9-1013,https://doi.org/10.1016/0021-9673(96)00103-3|https://doi.org/10.1515/ZNC-2002-9-1013,,10.1016/0021-9673(96)00103-3|10.1515/ZNC-2002-9-1013,555453,505551182,,24023963|721480478,"Jayaprakasha GK, Jena BS, Negi PS, Sakariah KK. Evaluation of antioxidant activities and antimutagenicity of turmeric oil: a byproduct from curcumin production. Z Naturforsch C J Biosci. 2002 Sep;57(9-10):828–35. doi: 10.1515/znc-2002-9-1013. PMID: 12440720.|Hiserodt R, Hartman TG, Ho C, Rosen RT. Characterization of powdered turmeric by liquid chromatography-mass spectrometry and gas chromatography-mass spectrometry. Journal of Chromatography A. 1996 Jul;740(1):51–63. doi: 10.1016/0021-9673(96)00103-3.",92139,136217
